hhid,hv001,hv002,hv005,hv009,hv024,hv025,hv201,hv205,hv206,hv270,hv271,serv_1,serv_2,serv_3,sat_1,sat_2,sat_3,ctx_infra_index,y_wellbeing
0033 024,33,24,865952,9,1,1,21,11,1,4,49890,4,4,4,5,5,4,0.595,4.176
0033 025,33,25,1014734,7,1,1,11,21,1,5,108490,3,3,3,4,4,3,0.595,2.941
0034 001,34,1,1000499,7,1,1,11,21,0,1,-135829,2,2,3,3,3,3,0.153,1.887
0034 002,34,2,728094,6,1,1,12,12,1,4,98054,4,4,4,3,2,3,0.153,3.88
0034 003,34,3,1073057,5,1,1,11,11,1,4,35685,4,4,4,3,3,4,0.153,2.737
0034 004,34,4,1133468,3,1,1,12,11,1,5,193550,4,3,4,4,4,4,0.153,4.521
0034 005,34,5,930803,4,1,1,12,12,1,3,-6203,3,4,3,3,2,3,0.153,4.349
0034 006,34,6,1276347,5,1,1,13,22,0,4,43096,4,4,3,3,3,3,0.153,1.903
0034 007,34,7,1245666,4,1,1,13,21,0,1,-144288,3,3,3,3,3,3,0.153,2.286
0034 008,34,8,919059,3,1,1,12,12,1,4,86676,4,5,5,5,5,5,0.153,4.029
0034 009,34,9,1031224,3,1,1,12,22,0,3,3185,4,4,4,3,3,4,0.153,2.612
0034 010,34,10,1068343,5,1,1,11,22,0,1,-109909,3,3,3,3,4,4,0.153,5.097
0034 011,34,11,997286,5,1,1,31,12,1,2,-47514,3,3,3,3,3,4,0.153,3.826
0034 012,34,12,976576,6,1,1,12,11,1,2,-39047,4,3,4,3,4,4,0.153,2.023
0034 013,34,13,1305894,7,1,1,11,21,1,2,-72805,4,5,3,3,3,3,0.153,3.206
0034 014,34,14,1149712,9,1,1,12,21,1,4,92119,3,4,4,3,3,4,0.153,3.427
0034 015,34,15,900281,4,1,1,21,11,0,3,26323,3,4,4,2,3,2,0.153,1.846
0034 016,34,16,936669,4,1,1,32,12,1,3,20274,4,4,3,3,3,3,0.153,2.75
0034 017,34,17,1167016,6,1,1,21,12,1,3,17578,4,4,5,4,4,4,0.153,3.39
0034 018,34,18,821045,4,1,1,12,21,1,5,172724,4,4,4,4,3,4,0.153,3.353
0034 019,34,19,809559,3,1,1,31,31,1,3,-2045,4,3,4,3,2,2,0.153,3.451
0034 020,34,20,840280,6,1,1,32,11,1,4,91572,3,4,3,3,3,3,0.153,-0.36
0034 021,34,21,964761,6,1,1,11,12,0,2,-60585,3,3,3,2,3,2,0.153,3.146
0034 022,34,22,1039477,5,1,1,12,12,0,3,-1683,3,3,2,4,3,4,0.153,3.868
0034 023,34,23,987302,5,1,1,12,22,0,3,16397,3,4,3,3,3,2,0.153,1.89
0034 024,34,24,881410,3,1,1,12,11,1,2,-52854,4,4,3,2,3,3,0.153,3.056
0034 025,34,25,901169,5,1,1,32,21,1,5,155055,3,3,4,3,3,2,0.153,4.159
0035 001,35,1,1085813,4,1,1,11,31,0,1,-170797,3,4,3,3,3,2,-0.413,0.886
0035 002,35,2,1203876,4,1,1,11,12,1,2,-54125,5,3,4,4,3,3,-0.413,4.009
0035 003,35,3,965756,7,1,1,13,11,1,4,97238,4,4,4,3,3,3,-0.413,2.49
0035 004,35,4,1100409,5,1,1,32,21,0,2,-87890,2,3,3,2,3,3,-0.413,2.916
0035 005,35,5,1068039,4,1,1,21,31,1,2,-42807,3,4,3,3,3,3,-0.413,2.443
0035 006,35,6,1074782,9,1,1,21,11,1,2,-85977,2,2,2,3,3,3,-0.413,3.319
0035 007,35,7,1050208,5,1,1,13,21,1,2,-44249,4,5,4,3,3,3,-0.413,1.859
0035 008,35,8,1167900,1,1,1,11,31,1,4,51541,3,3,3,4,4,4,-0.413,4.138
0035 009,35,9,790209,6,1,1,13,12,0,2,-55219,3,4,4,3,3,3,-0.413,2.408
0035 010,35,10,980964,8,1,1,21,12,0,3,9991,4,3,4,4,3,4,-0.413,3.498
0035 011,35,11,1072774,3,1,1,11,31,1,3,-2193,3,3,3,2,3,2,-0.413,3.302
0035 012,35,12,993339,4,1,1,31,11,1,3,7010,4,3,3,3,4,4,-0.413,3.606
0035 013,35,13,955427,7,1,1,31,12,0,4,97019,3,3,4,3,3,3,-0.413,5.17
0035 014,35,14,1047952,5,1,1,21,12,0,3,17496,2,3,2,2,2,2,-0.413,1.006
0035 015,35,15,1013304,6,1,1,13,21,0,2,-38184,3,3,4,4,3,3,-0.413,3.036
0035 016,35,16,1228233,7,1,1,13,22,0,1,-109293,3,4,3,2,3,3,-0.413,-0.282
0035 017,35,17,1163092,6,1,1,13,21,0,2,-66521,3,3,3,3,2,2,-0.413,1.057
0035 018,35,18,983718,4,1,1,31,11,1,4,39536,4,3,4,3,3,3,-0.413,1.696
0035 019,35,19,1166348,5,1,1,12,21,0,3,15677,3,4,3,3,4,3,-0.413,1.049
0035 020,35,20,710626,5,1,1,31,21,1,3,-4674,4,4,4,4,4,4,-0.413,3.18
0035 021,35,21,1005793,4,1,1,13,22,0,2,-41302,4,4,4,3,4,4,-0.413,3.2
0035 022,35,22,856005,5,1,1,31,21,0,2,-88306,2,3,2,2,2,2,-0.413,0.658
0035 023,35,23,1139261,7,1,1,12,31,0,2,-92967,3,4,4,3,4,3,-0.413,1.715
0035 024,35,24,1105409,2,1,1,31,12,0,1,-104734,3,3,4,4,3,3,-0.413,2.18
0035 025,35,25,1175133,5,1,1,32,31,0,2,-54807,3,4,3,4,4,4,-0.413,2.815
0036 001,36,1,887348,6,1,1,31,11,0,1,-196988,4,4,4,3,3,3,0.103,3.732
0036 002,36,2,914268,5,1,1,31,22,0,3,-24481,4,3,4,4,3,3,0.103,2.016
0036 003,36,3,903997,2,1,1,12,31,0,3,-17227,2,2,2,3,2,2,0.103,2.612
0036 004,36,4,809703,2,1,1,11,11,1,3,873,3,4,4,3,4,3,0.103,3.521
0036 005,36,5,965544,5,1,1,12,11,1,3,28482,4,4,4,4,4,3,0.103,2.459
0036 006,36,6,977071,4,1,1,31,12,1,2,-68110,5,5,4,2,3,3,0.103,1.749
0036 007,36,7,1273818,4,1,1,21,11,0,3,8747,4,4,4,3,4,4,0.103,3.239
0036 008,36,8,1075657,5,1,1,32,31,0,3,-21107,2,3,3,2,3,3,0.103,1.849
0036 009,36,9,1032906,9,1,1,13,31,0,3,-29368,4,2,3,5,4,4,0.103,3.514
0036 010,36,10,920698,6,1,1,11,11,0,2,-62928,4,4,3,3,3,3,0.103,4.326
0036 011,36,11,1018326,4,1,1,21,22,0,3,15114,3,3,4,2,3,2,0.103,3.187
0036 012,36,12,957895,6,1,1,21,12,1,1,-112446,4,4,4,3,2,2,0.103,0.846
0036 013,36,13,918721,3,1,1,32,12,0,5,120011,4,3,3,3,3,4,0.103,2.812
0036 014,36,14,1238142,9,1,1,13,21,1,4,67916,3,3,3,3,3,3,0.103,1.937
0036 015,36,15,891010,5,1,1,32,22,1,2,-38836,3,4,3,4,3,4,0.103,1.782
0036 016,36,16,965328,4,1,1,11,21,1,3,-16654,4,4,4,3,3,3,0.103,2.027
0036 017,36,17,963155,9,1,1,11,11,1,4,93662,4,5,4,3,3,3,0.103,3.417
0036 018,36,18,929403,4,1,1,21,12,1,2,-82648,4,5,4,2,2,3,0.103,2.857
0036 019,36,19,937968,5,1,1,12,11,0,2,-34883,3,4,4,4,3,4,0.103,2.308
0036 020,36,20,1047377,4,1,1,11,22,1,5,129423,4,4,4,4,3,4,0.103,3.194
0036 021,36,21,934674,1,1,1,11,12,0,3,-12758,3,3,3,2,2,3,0.103,2.042
0036 022,36,22,1018291,3,1,1,21,22,1,4,48421,3,3,3,3,3,3,0.103,3.205
0036 023,36,23,1056185,7,1,1,13,12,0,1,-145403,3,3,3,3,2,3,0.103,3.09
0036 024,36,24,969967,6,1,1,21,12,1,4,44100,3,3,3,2,3,3,0.103,1.893
0036 025,36,25,684459,3,1,1,12,31,0,2,-39653,4,4,4,4,3,4,0.103,1.571
0037 001,37,1,1071162,5,1,1,11,22,0,3,7856,3,4,5,3,2,3,0.03,1.452
0037 002,37,2,1295018,7,1,1,12,12,1,5,167545,4,5,4,4,4,4,0.03,1.625
0037 003,37,3,1067284,8,1,1,12,21,1,4,59829,4,3,4,3,4,3,0.03,1.06
0037 004,37,4,1070168,8,1,1,32,11,0,1,-155428,4,4,4,4,3,4,0.03,2.586
0037 005,37,5,982509,9,1,1,21,12,1,3,-13621,2,3,3,4,4,4,0.03,2.354
0037 006,37,6,1065113,5,1,1,12,22,0,3,14864,3,4,4,3,3,3,0.03,1.396
0037 007,37,7,905077,4,1,1,21,21,1,3,-27349,3,4,3,3,2,2,0.03,1.457
0037 008,37,8,919270,3,1,1,32,22,1,3,8546,3,3,4,3,2,3,0.03,2.098
0037 009,37,9,938480,4,1,1,32,12,1,4,55033,3,4,4,4,4,4,0.03,1.86
0037 010,37,10,901964,7,1,1,31,21,1,4,45549,3,3,3,3,4,3,0.03,2.166
0037 011,37,11,932623,7,1,1,32,21,0,3,-9725,3,3,3,3,3,2,0.03,1.77
0037 012,37,12,983175,3,1,1,12,11,1,4,38636,4,4,4,3,3,3,0.03,1.101
0037 013,37,13,864868,4,1,1,32,12,0,2,-47212,4,4,4,3,3,3,0.03,1.588
0037 014,37,14,1079046,1,1,1,31,22,0,1,-121520,4,3,3,3,3,4,0.03,2.769
0037 015,37,15,1046811,8,1,1,21,21,1,3,-9851,4,3,3,3,3,4,0.03,3.877
0037 016,37,16,975218,3,1,1,31,21,0,1,-103363,4,2,3,3,3,3,0.03,3.548
0037 017,37,17,919710,3,1,1,21,12,1,5,130667,4,5,4,2,3,3,0.03,3.242
0037 018,37,18,783552,7,1,1,13,12,1,3,11116,4,4,4,3,3,3,0.03,4.009
0037 019,37,19,888165,7,1,1,32,12,1,3,7484,5,5,4,3,4,4,0.03,2.737
0037 020,37,20,987202,4,1,1,11,22,0,3,10718,2,3,3,3,4,4,0.03,1.822
0037 021,37,21,933350,1,1,1,32,22,0,3,7446,3,3,3,2,2,3,0.03,2.888
0037 022,37,22,858421,7,1,1,21,21,0,2,-89122,3,3,2,3,3,3,0.03,3.464
0037 023,37,23,1035786,6,1,1,31,31,0,2,-89323,3,4,3,2,2,2,0.03,1.098
0037 024,37,24,917349,5,1,1,11,31,1,2,-52319,4,3,4,3,4,4,0.03,5.142
0037 025,37,25,1082018,5,1,1,31,12,1,3,12520,4,4,4,4,3,4,0.03,2.167
0038 001,38,1,954663,8,1,1,21,12,0,1,-256694,3,3,4,3,3,3,-3.11,0.908
0038 002,38,2,916593,3,1,1,21,21,0,1,-238303,4,3,3,3,2,2,-3.11,1.202
0038 003,38,3,1183109,5,1,1,31,11,0,1,-283436,2,2,2,2,2,3,-3.11,1.163
0038 004,38,4,725547,5,1,1,12,12,0,1,-232283,4,3,3,2,2,3,-3.11,0.872
0038 005,38,5,992249,6,1,1,31,12,0,1,-117377,2,2,2,2,1,2,-3.11,0.264
0038 006,38,6,1019891,6,1,1,32,22,0,1,-332722,3,3,3,2,2,2,-3.11,0.891
0038 007,38,7,830810,2,1,1,11,21,0,1,-324840,2,2,3,2,2,2,-3.11,1.372
0038 008,38,8,1050984,7,1,1,11,11,0,1,-143716,3,3,3,3,3,3,-3.11,1.928
0038 009,38,9,1079539,5,1,1,12,11,0,1,-233697,4,3,4,3,3,3,-3.11,1.252
0038 010,38,10,817859,6,1,1,13,22,0,1,-218806,2,2,3,2,2,2,-3.11,0.523
0038 011,38,11,1135992,5,1,1,13,31,0,1,-225426,4,4,3,3,4,3,-3.11,2.315
0038 012,38,12,952999,3,1,1,11,22,0,1,-276545,1,3,2,2,2,3,-3.11,1.274
0038 013,38,13,982989,6,1,1,21,12,1,1,-172748,3,4,3,2,2,3,-3.11,0.905
0038 014,38,14,919450,7,1,1,12,22,0,1,-229873,2,3,3,2,2,2,-3.11,1.29
0038 015,38,15,895483,7,1,1,21,12,0,1,-238303,2,2,2,2,3,2,-3.11,2.302
0038 016,38,16,995890,7,1,1,12,21,0,1,-357315,3,3,3,2,2,2,-3.11,1.54
0038 017,38,17,987795,4,1,1,32,22,1,1,-146875,2,2,2,2,2,2,-3.11,0.797
0038 018,38,18,1413170,3,1,1,21,31,0,1,-268360,2,3,2,1,2,2,-3.11,0.097
0038 019,38,19,946741,5,1,1,31,11,0,1,-186674,2,2,3,4,3,4,-3.11,0.925
0038 020,38,20,961213,1,1,1,13,11,0,1,-152496,3,3,3,1,2,2,-3.11,-0.109
0038 021,38,21,745492,6,1,1,32,12,0,1,-289414,3,2,3,2,1,3,-3.11,-0.431
0038 022,38,22,918799,3,1,1,31,31,0,1,-198598,3,3,2,2,2,3,-3.11,0.473
0038 023,38,23,1046243,7,1,1,11,21,0,1,-164184,3,3,3,3,2,3,-3.11,0.111
0038 024,38,24,963369,6,1,1,11,12,0,1,-241112,3,3,3,3,2,2,-3.11,0.323
0038 025,38,25,772570,9,1,1,31,12,0,1,-176310,2,2,3,3,2,2,-3.11,2.876
0039 001,39,1,990030,4,1,1,21,11,1,4,44544,3,3,3,4,4,4,0.769,4.778
0039 002,39,2,951544,5,1,1,12,21,1,3,21308,4,4,4,3,3,3,0.769,3.859
0039 003,39,3,996197,6,1,1,31,21,1,5,199174,3,3,3,3,4,3,0.769,4.16
0039 004,39,4,1045720,13,1,1,21,22,0,3,23379,2,3,2,3,3,2,0.769,4.824
0039 005,39,5,987245,6,1,1,31,22,0,4,71908,3,3,3,3,2,3,0.769,0.567
0039 006,39,6,1053586,5,1,1,31,31,0,2,-35740,3,3,3,4,4,3,0.769,2.366
0039 007,39,7,1010765,3,1,1,21,12,0,3,8844,3,3,2,3,3,3,0.769,1.879
0039 008,39,8,966118,4,1,1,12,21,0,1,-211380,4,3,4,3,3,4,0.769,4.782
0039 009,39,9,960979,4,1,1,21,22,0,2,-84564,4,2,3,4,4,4,0.769,3.494
0039 010,39,10,1000531,6,1,1,11,12,1,5,119532,4,4,3,4,4,4,0.769,4.704
0039 011,39,11,877891,7,1,1,12,12,1,3,23945,5,4,5,3,3,2,0.769,2.491
0039 012,39,12,1286295,2,1,1,11,12,1,5,197897,3,4,4,4,4,4,0.769,5.144
0039 013,39,13,1220301,9,1,1,12,31,1,5,122450,5,5,4,5,4,4,0.769,4.117
0039 014,39,14,930428,7,1,1,31,21,1,3,7968,3,3,3,2,3,2,0.769,2.066
0039 015,39,15,1136311,4,1,1,13,12,1,5,163167,5,5,5,3,3,4,0.769,1.429
0039 016,39,16,1194640,7,1,1,12,12,1,3,20765,4,4,4,3,3,3,0.769,2.212
0039 017,39,17,921444,5,1,1,31,21,0,2,-39045,3,3,3,3,3,3,0.769,2.482
0039 018,39,18,1004375,4,1,1,31,22,0,5,121378,2,2,2,2,1,2,0.769,3.365
0039 019,39,19,1023323,6,1,1,31,12,1,4,70760,4,4,4,4,4,4,0.769,2.231
0039 020,39,20,1002072,7,1,1,21,22,1,4,63999,4,4,3,3,3,3,0.769,3.437
0039 021,39,21,1149429,8,1,1,21,12,0,2,-77686,2,3,2,3,3,3,0.769,3.457
0039 022,39,22,831335,4,1,1,21,22,1,4,98116,4,4,4,3,3,3,0.769,3.111
0039 023,39,23,1013252,2,1,1,32,21,1,4,66621,4,4,4,3,3,4,0.769,3.009
0039 024,39,24,1047423,8,1,1,21,21,0,1,-129030,3,4,3,3,2,2,0.769,2.892
0039 025,39,25,983682,4,1,1,32,11,0,3,10386,3,4,4,3,2,3,0.769,3.645
0040 001,40,1,1113736,6,1,1,13,11,0,4,71623,3,3,3,4,4,3,1.116,2.9
0040 002,40,2,893251,9,1,1,11,22,1,4,41663,3,3,4,3,3,3,1.116,2.459
0040 003,40,3,854149,3,1,1,11,21,1,3,-1764,3,3,4,3,4,3,1.116,0.71
0040 004,40,4,1172181,12,1,1,13,12,1,4,89441,4,4,4,4,4,5,1.116,2.676
0040 005,40,5,941070,8,1,1,21,22,1,4,85233,4,4,3,4,3,4,1.116,2.572
0040 006,40,6,1108131,4,1,1,21,21,1,5,185895,3,3,3,3,4,3,1.116,2.461
0040 007,40,7,1155930,3,1,1,13,12,1,4,70230,5,5,5,4,5,4,1.116,5.317
0040 008,40,8,1098259,2,1,1,12,22,1,5,245113,4,4,4,4,3,4,1.116,3.285
0040 009,40,9,1180325,4,1,1,11,11,0,5,118583,5,4,4,4,3,3,1.116,2.883
0040 010,40,10,865652,2,1,1,21,22,1,5,133854,3,4,5,5,4,4,1.116,4.981
0040 011,40,11,1041118,9,1,1,21,21,1,5,134419,3,3,4,3,4,4,1.116,5.943
0040 012,40,12,699271,6,1,1,21,22,1,5,407330,3,4,4,3,4,4,1.116,2.076
0040 013,40,13,1017905,4,1,1,32,22,0,4,60691,4,3,3,4,4,4,1.116,2.958
0040 014,40,14,1199233,5,1,1,12,22,1,5,195354,5,5,5,4,4,4,1.116,2.765
0040 015,40,15,823034,4,1,1,13,21,1,3,29366,4,5,5,4,3,4,1.116,4.282
0040 016,40,16,1110169,4,1,1,32,22,1,4,99410,4,4,4,5,5,4,1.116,2.221
0040 017,40,17,984107,2,1,1,32,11,1,4,36337,4,4,5,2,2,3,1.116,3.042
0040 018,40,18,927591,6,1,1,21,22,1,3,7721,4,3,3,2,2,2,1.116,4.468
0040 019,40,19,883349,5,1,1,13,21,0,4,55421,4,3,3,4,4,2,1.116,2.122
0040 020,40,20,965651,1,1,1,13,12,0,2,-39521,5,4,4,5,4,3,1.116,2.008
0040 021,40,21,1161640,4,1,1,32,11,1,4,84742,5,5,5,4,4,4,1.116,3.218
0040 022,40,22,1053322,7,1,1,31,31,1,3,-3642,4,4,3,3,3,3,1.116,4.998
0040 023,40,23,952226,4,1,1,21,31,0,2,-88181,3,2,3,4,4,3,1.116,3.092
0040 024,40,24,1067506,6,1,1,12,12,0,2,-96886,3,4,4,4,3,4,1.116,3.21
0040 025,40,25,838213,3,1,1,11,21,1,4,74005,3,3,4,5,4,5,1.116,3.778
0041 001,41,1,1143375,3,1,1,11,12,1,5,161109,4,4,4,4,4,3,-0.26,3.33
0041 002,41,2,1088772,5,1,1,31,12,0,1,-126829,3,3,2,2,2,2,-0.26,0.162
0041 003,41,3,832948,3,1,1,21,31,0,5,146769,4,3,4,4,4,3,-0.26,1.459
0041 004,41,4,1175331,7,1,1,12,11,0,4,47597,4,3,4,4,4,4,-0.26,2.292
0041 005,41,5,1127703,4,1,1,31,12,0,2,-44204,2,2,2,1,3,2,-0.26,1.961
0041 006,41,6,1014051,3,1,1,32,21,1,1,-119491,4,3,4,5,4,4,-0.26,4.279
0041 007,41,7,985972,7,1,1,11,12,1,4,73913,3,3,4,4,4,3,-0.26,2.837
0041 008,41,8,1112107,7,1,1,31,21,0,3,-24810,2,2,3,2,2,2,-0.26,0.478
0041 009,41,9,818176,4,1,1,13,22,0,4,79222,3,4,3,5,4,4,-0.26,2.363
0041 010,41,10,1198655,5,1,1,21,21,0,4,35469,2,2,2,4,4,4,-0.26,3.174
0041 011,41,11,949969,3,1,1,12,21,0,2,-78805,3,3,4,4,3,4,-0.26,3.004
0041 012,41,12,833107,4,1,1,21,11,0,1,-189245,3,3,3,3,3,2,-0.26,0.245
0041 013,41,13,976446,5,1,1,12,21,1,5,102184,4,3,3,4,4,4,-0.26,2.97
0041 014,41,14,1092823,8,1,1,11,12,0,4,31783,3,3,4,3,4,3,-0.26,2.403
0041 015,41,15,955867,5,1,1,12,22,1,1,-107212,5,4,3,3,3,3,-0.26,1.392
0041 016,41,16,875051,4,1,1,11,12,1,5,175964,3,4,4,3,4,3,-0.26,3.017
0041 017,41,17,970264,4,1,1,31,31,0,4,82607,3,2,4,4,4,3,-0.26,3.444
0041 018,41,18,1114108,4,1,1,12,31,0,3,3014,3,3,2,3,3,3,-0.26,1.799
0041 019,41,19,986179,9,1,1,13,31,1,3,-347,4,3,4,3,4,3,-0.26,3.325
0041 020,41,20,1128249,2,1,1,11,12,1,4,55575,5,5,5,4,4,4,-0.26,1.964
0041 021,41,21,831933,3,1,1,11,21,0,2,-44347,3,3,3,4,3,3,-0.26,3.509
0041 022,41,22,896223,8,1,1,21,12,1,2,-72169,3,4,3,3,3,2,-0.26,1.082
0041 023,41,23,894745,4,1,1,32,12,1,1,-131569,4,4,4,3,3,3,-0.26,1.23
0041 024,41,24,1162808,2,1,1,13,21,1,1,-126413,4,3,3,2,3,2,-0.26,2.531
0041 025,41,25,1169352,8,1,1,11,11,0,1,-101634,4,3,3,3,2,3,-0.26,4.182
0042 001,42,1,860268,3,1,1,12,12,1,5,146478,5,3,4,3,3,3,-0.039,3.736
0042 002,42,2,965131,9,1,1,11,11,1,4,87851,4,4,4,4,3,4,-0.039,3.135
0042 003,42,3,953626,8,1,1,21,11,0,3,25025,3,3,3,3,3,3,-0.039,1.977
0042 004,42,4,1154054,6,1,1,31,11,0,2,-63540,4,4,3,2,3,2,-0.039,2.573
0042 005,42,5,1000860,11,1,1,32,12,0,1,-104418,4,4,4,3,3,2,-0.039,2.066
0042 006,42,6,862824,4,1,1,11,21,1,5,152186,4,4,3,4,3,4,-0.039,1.198
0042 007,42,7,1028791,4,1,1,13,22,0,2,-80867,4,3,3,4,3,4,-0.039,1.353
0042 008,42,8,825542,8,1,1,21,21,0,4,54951,4,3,4,3,4,4,-0.039,2.047
0042 009,42,9,1314562,3,1,1,11,22,0,2,-33977,4,4,3,4,4,4,-0.039,2.912
0042 010,42,10,968434,7,1,1,32,22,1,2,-36738,3,4,3,2,3,2,-0.039,1.906
0042 011,42,11,1078491,5,1,1,11,21,1,2,-46059,5,5,4,4,5,4,-0.039,3.932
0042 012,42,12,827946,5,1,1,21,22,0,2,-88712,2,1,2,3,3,3,-0.039,3.785
0042 013,42,13,936223,4,1,1,21,12,1,2,-31122,4,4,4,3,4,4,-0.039,3.8
0042 014,42,14,803762,4,1,1,11,11,0,2,-65450,4,3,4,3,3,3,-0.039,4.401
0042 015,42,15,1100056,2,1,1,11,31,0,2,-45330,3,3,3,3,3,3,-0.039,1.164
0042 016,42,16,1019620,9,1,1,11,22,0,3,-28493,4,4,4,4,3,3,-0.039,1.768
0042 017,42,17,1115945,6,1,1,11,11,1,4,39250,4,3,3,4,3,3,-0.039,3.746
0042 018,42,18,1119513,6,1,1,12,22,1,4,44744,4,4,4,3,3,3,-0.039,1.015
0042 019,42,19,880259,8,1,1,21,12,0,2,-88999,3,3,3,2,4,3,-0.039,1.109
0042 020,42,20,770830,5,1,1,12,31,1,1,-102857,4,4,4,3,2,2,-0.039,1.972
0042 021,42,21,1205565,2,1,1,13,22,1,2,-47908,4,4,4,4,3,4,-0.039,1.204
0042 022,42,22,959683,4,1,1,13,12,1,2,-48495,4,3,3,3,3,3,-0.039,4.187
0042 023,42,23,1209992,5,1,1,13,31,0,2,-34924,3,3,3,3,3,3,-0.039,1.57
0042 024,42,24,1098189,5,1,1,11,21,1,2,-50750,4,4,4,3,3,4,-0.039,2.338
0042 025,42,25,949026,6,1,1,13,11,1,3,-373,5,5,5,4,4,4,-0.039,2.964
0043 001,43,1,897012,4,1,1,21,31,0,4,66497,3,3,3,3,4,4,2.439,5.763
0043 002,43,2,804468,6,1,1,11,22,1,4,47760,4,4,4,5,3,4,2.439,3.4
0043 003,43,3,908165,7,1,1,12,21,1,4,63978,5,5,5,4,3,3,2.439,3.848
0043 004,43,4,978024,10,1,1,13,31,1,5,162679,4,4,4,4,4,3,2.439,3.594
0043 005,43,5,995873,3,1,1,31,12,1,3,12982,4,4,4,3,2,3,2.439,4.116
0043 006,43,6,1008216,3,1,1,11,22,0,4,41956,5,5,5,4,5,4,2.439,2.563
0043 007,43,7,920334,5,1,1,11,11,0,5,148566,5,5,5,4,4,4,2.439,3.552
0043 008,43,8,887953,4,1,1,11,12,1,4,37847,4,5,4,4,4,4,2.439,3.633
0043 009,43,9,1141867,8,1,1,11,22,0,3,-17618,4,5,4,3,3,3,2.439,3.083
0043 010,43,10,978646,6,1,1,13,31,1,5,153123,4,4,5,4,3,3,2.439,2.784
0043 011,43,11,1024301,6,1,1,21,21,0,3,6315,5,4,4,4,3,3,2.439,4.67
0043 012,43,12,1137585,4,1,1,11,11,1,5,114078,5,5,5,3,4,3,2.439,5.253
0043 013,43,13,1156580,4,1,1,12,11,1,5,140735,5,5,4,4,3,4,2.439,4.375
0043 014,43,14,1126451,7,1,1,12,21,1,5,102127,5,4,4,5,4,4,2.439,4.417
0043 015,43,15,1001328,4,1,1,32,11,1,5,163247,4,4,4,5,4,4,2.439,2.43
0043 016,43,16,1102202,6,1,1,21,11,0,3,14175,4,4,4,3,3,4,2.439,2.97
0043 017,43,17,890455,8,1,1,11,31,1,5,148634,5,5,4,4,4,4,2.439,6.19
0043 018,43,18,950217,4,1,1,21,22,1,5,269730,4,4,4,3,3,3,2.439,5.091
0043 019,43,19,791965,7,1,1,12,11,1,5,193616,5,5,5,5,5,5,2.439,5.531
0043 020,43,20,1093225,3,1,1,31,22,1,5,186705,4,3,4,4,3,4,2.439,2.302
0043 021,43,21,1131347,5,1,1,32,12,0,5,109047,3,3,4,3,2,4,2.439,4.476
0043 022,43,22,1059845,6,1,1,21,31,0,3,19294,4,4,4,4,3,4,2.439,2.528
0043 023,43,23,983754,3,1,1,21,22,1,5,277291,5,3,4,5,3,3,2.439,5.243
0043 024,43,24,1095843,3,1,1,13,12,1,5,163823,4,5,3,5,5,5,2.439,4.1
0043 025,43,25,953389,7,1,1,11,12,1,5,214636,4,5,4,4,5,4,2.439,5.4
0044 001,44,1,1089705,8,1,1,11,12,1,2,-57663,3,4,3,3,3,3,-1.038,1.219
0044 002,44,2,1049274,6,1,1,21,21,0,1,-123319,2,4,3,2,3,3,-1.038,-0.145
0044 003,44,3,857284,5,1,1,31,21,1,4,65501,3,3,4,3,4,4,-1.038,2.031
0044 004,44,4,1016080,7,1,1,21,12,0,1,-176792,3,3,3,2,2,3,-1.038,1.39
0044 005,44,5,710091,4,1,1,32,12,1,4,87781,4,3,3,4,4,4,-1.038,2.361
0044 006,44,6,1112289,6,1,1,13,11,0,2,-40461,2,3,3,3,3,3,-1.038,1.426
0044 007,44,7,879783,4,1,1,31,11,0,2,-94556,4,4,3,3,3,2,-1.038,2.181
0044 008,44,8,1090834,2,1,1,11,12,1,3,-13649,4,3,5,3,3,3,-1.038,1.592
0044 009,44,9,842446,3,1,1,11,22,1,2,-70229,5,4,5,4,4,4,-1.038,3.268
0044 010,44,10,1024954,7,1,1,12,11,1,3,-8559,4,4,4,3,3,2,-1.038,2.65
0044 011,44,11,1025033,3,1,1,31,21,1,1,-109875,2,3,3,3,3,4,-1.038,1.296
0044 012,44,12,1068726,4,1,1,11,22,0,2,-96656,3,3,3,2,2,3,-1.038,2.807
0044 013,44,13,1061897,7,1,1,12,11,0,1,-156730,3,4,4,2,2,2,-1.038,0.927
0044 014,44,14,1019878,5,1,1,12,12,0,2,-64284,3,3,3,2,3,2,-1.038,1.031
0044 015,44,15,837969,4,1,1,11,21,0,1,-147625,2,3,3,4,3,3,-1.038,2.581
0044 016,44,16,914595,4,1,1,11,21,1,3,15702,4,4,4,3,3,4,-1.038,3.335
0044 017,44,17,962950,9,1,1,11,21,0,1,-177545,3,3,3,1,2,2,-1.038,1.324
0044 018,44,18,1191946,5,1,1,31,12,1,3,18483,3,3,3,3,2,3,-1.038,0.99
0044 019,44,19,828827,8,1,1,12,21,0,3,24122,3,2,3,2,4,3,-1.038,4.432
0044 020,44,20,939249,5,1,1,32,22,0,2,-72389,3,3,3,3,1,3,-1.038,3.845
0044 021,44,21,936770,5,1,1,11,21,0,2,-83252,3,4,4,2,2,3,-1.038,1.305
0044 022,44,22,1152923,4,1,1,13,12,1,3,-1146,4,4,4,4,4,3,-1.038,2.971
0044 023,44,23,808354,6,1,1,32,22,0,4,68125,3,3,2,4,3,4,-1.038,3.037
